epoch	loss	acc	lr
47	0.01588691052995754	0.9976940814757879	1.0000000000000002e-06
48	0.011901985105845812	0.9984627209838586	1.0000000000000002e-06
49	0.024236105883180478	0.9976940814757879	1.0000000000000002e-06
50	0.016354283123301467	0.9961568024596464	1.0000000000000002e-07
51	0.013068114446106007	0.9969254419677172	1.0000000000000002e-07
52	0.011705115808318615	0.9984627209838586	1.0000000000000002e-07
53	0.011486496667622472	0.9992313604919293	1.0000000000000002e-07
54	0.011560677014292002	0.9992313604919293	1.0000000000000002e-07
55	0.010541835646442125	0.9992313604919293	1.0000000000000002e-07
56	0.02957330936985484	0.9923136049192929	1.0000000000000002e-07
57	0.01836054143513754	0.9961568024596464	1.0000000000000002e-07
58	0.015203660439472964	0.9984627209838586	1.0000000000000002e-07
59	0.013909851230139042	0.9976940814757879	1.0000000000000002e-07
60	0.009714880976901118	0.9992313604919293	1.0000000000000002e-07
61	0.012623770998398573	0.9984627209838586	1.0000000000000002e-07
62	0.011217352071312399	0.9976940814757879	1.0000000000000002e-07
63	0.014069454409439778	0.9976940814757879	1.0000000000000002e-07
64	0.014934971871328391	0.9969254419677172	1.0000000000000002e-07
65	0.016153047428066218	0.9969254419677172	1.0000000000000002e-07
66	0.01099171614527436	0.9984627209838586	1.0000000000000002e-07
67	0.012034196544851647	0.9976940814757879	1.0000000000000002e-07
68	0.01318537569177093	0.9969254419677172	1.0000000000000002e-07
69	0.01709624772848809	0.9976940814757879	1.0000000000000002e-07
70	0.013305144296811577	0.9976940814757879	1.0000000000000002e-07
71	0.014540207888598165	0.9976940814757879	1.0000000000000002e-07
72	0.013409461795214956	0.9984627209838586	1.0000000000000002e-07
73	0.018329773631271154	0.994619523443505	1.0000000000000002e-07
74	0.013935113390857536	0.9984627209838586	1.0000000000000002e-07
75	0.013886532342783694	0.9984627209838586	1.0000000000000002e-07
76	0.032855781760542074	0.9938508839354343	1.0000000000000002e-07
77	0.011866750661373214	0.9992313604919293	1.0000000000000002e-07
78	0.01356615135483773	0.9984627209838586	1.0000000000000002e-07
79	0.011248408291498908	1.0	1.0000000000000002e-07
80	0.02565412925365528	0.994619523443505	1.0000000000000002e-07
81	0.01891551182306816	0.9961568024596464	1.0000000000000002e-07
82	0.012816951075407012	0.9984627209838586	1.0000000000000002e-07
83	0.014485558317662815	0.9976940814757879	1.0000000000000002e-07
84	0.011139871506414146	0.9992313604919293	1.0000000000000002e-07
85	0.010238967082290685	1.0	1.0000000000000002e-07
86	0.012764297287140205	0.9984627209838586	1.0000000000000002e-07
87	0.031403967591956815	0.9930822444273636	1.0000000000000002e-07
88	0.012754757882351432	0.9984627209838586	1.0000000000000002e-07
89	0.012780063761900008	0.9984627209838586	1.0000000000000002e-07
90	0.012378175368444488	0.9976940814757879	1.0000000000000002e-07
91	0.018132145033285255	0.9961568024596464	1.0000000000000002e-07
92	0.018881652417587692	0.9953881629515757	1.0000000000000002e-07
93	0.013541133924985847	0.9976940814757879	1.0000000000000002e-07
94	0.01730488897145559	0.9961568024596464	1.0000000000000002e-07
95	0.025018443661737617	0.9953881629515757	1.0000000000000002e-07
96	0.016339812530931242	0.9992313604919293	1.0000000000000002e-07
97	0.01485022046321575	0.9969254419677172	1.0000000000000002e-07
98	0.013731649159890478	0.9976940814757879	1.0000000000000002e-07
99	0.01836827048046842	0.994619523443505	1.0000000000000002e-07
100	0.011956841784112762	1.0	1.0000000000000002e-07
101	0.030917828011367294	0.9938508839354343	1.0000000000000002e-07
102	0.016001702590450376	0.9969254419677172	1.0000000000000002e-07
103	0.014139053547614577	0.9976940814757879	1.0000000000000002e-07
104	0.013623299887765351	0.9976940814757879	1.0000000000000002e-07
105	0.012418263238016444	0.9984627209838586	1.0000000000000002e-07
106	0.02713331940727413	0.994619523443505	1.0000000000000002e-07
107	0.015300916131481322	0.9969254419677172	1.0000000000000002e-07
108	0.024300411151278963	0.9953881629515757	1.0000000000000002e-07
109	0.012147587520191353	0.9984627209838586	1.0000000000000002e-07
110	0.013235166138893481	0.9984627209838586	1.0000000000000002e-07
111	0.020677506840547304	0.9930822444273636	1.0000000000000002e-07
112	0.013733488412629054	0.9969254419677172	1.0000000000000002e-07
113	0.01306544312787422	0.9969254419677172	1.0000000000000002e-07
114	0.03818142720924792	0.9900076863950807	1.0000000000000002e-07
115	0.01128180248578359	0.9976940814757879	1.0000000000000002e-07
116	0.0150688016880411	0.9969254419677172	1.0000000000000002e-07
117	0.01716653691342732	0.9953881629515757	1.0000000000000002e-07
118	0.01656376539323648	0.9961568024596464	1.0000000000000002e-07
119	0.012115442284599784	0.9976940814757879	1.0000000000000002e-07
120	0.0218678917240088	0.9961568024596464	1.0000000000000002e-07
121	0.016758310378598568	0.9961568024596464	1.0000000000000002e-07
122	0.0272309341568852	0.9953881629515757	1.0000000000000002e-07
123	0.016757343235002584	0.9976940814757879	1.0000000000000002e-07
124	0.012468153244936029	0.9969254419677172	1.0000000000000002e-07
125	0.010224711816656983	0.9992313604919293	1.0000000000000002e-07
126	0.017312031038116942	0.9976940814757879	1.0000000000000002e-07
127	0.012392562367813054	0.9984627209838586	1.0000000000000002e-07
128	0.012677221399353249	0.9992313604919293	1.0000000000000002e-07
129	0.015527652439748657	0.9953881629515757	1.0000000000000002e-07
130	0.012554278918831888	0.9984627209838586	1.0000000000000002e-07
131	0.016308152813716382	0.9961568024596464	1.0000000000000002e-07
132	0.018790158115919366	0.9923136049192929	1.0000000000000002e-07
133	0.024311259850110862	0.9938508839354343	1.0000000000000002e-07
134	0.01106443444605513	0.9992313604919293	1.0000000000000002e-07
135	0.029623960525203327	0.9953881629515757	1.0000000000000002e-07
136	0.009846065492282617	0.9984627209838586	1.0000000000000002e-07
137	0.03599159994311516	0.9923136049192929	1.0000000000000002e-07
138	0.012541424347675455	0.9992313604919293	1.0000000000000002e-07
139	0.03023929797303716	0.9961568024596464	1.0000000000000002e-07
140	0.012784895241682165	0.9992313604919293	1.0000000000000002e-07
141	0.011118619082471231	0.9984627209838586	1.0000000000000002e-07
142	0.01230170085187214	0.9976940814757879	1.0000000000000002e-07
143	0.032740917557536935	0.9915449654112222	1.0000000000000002e-07
144	0.014786476246278152	0.9961568024596464	1.0000000000000002e-07
145	0.01483754733012564	0.9976940814757879	1.0000000000000002e-07
146	0.010350722844621523	0.9992313604919293	1.0000000000000002e-07
147	0.011289409240711335	0.9992313604919293	1.0000000000000002e-07
148	0.015329084742089862	0.9976940814757879	1.0000000000000002e-07
149	0.010704429913419574	0.9992313604919293	1.0000000000000002e-07
